table_schema,table_name,approx_rows
factset_ff_int,ff_advanced_der_r_ytd_ap,0
factset_ff_int,ff_advanced_der_r_saf_eu,0
factset_ff_int,ff_advanced_der_r_saf_ap,0
factset_ff_int,ff_advanced_der_r_qf_eu,0
factset_ff_int,ff_advanced_der_af_eu,0
factset_ff_int,ff_advanced_der_ltm_ap,0
factset_ff_int,ff_advanced_der_ltm_eu,0
factset_ff_int,ff_advanced_der_qf_ap,0
factset_ff_int,ff_advanced_der_qf_eu,0
factset_ff_int,ff_advanced_der_r_af_ap,0
factset_ff_int,ff_advanced_der_r_af_eu,0
factset_ff_int,ff_advanced_der_r_ltm_ap,0
factset_ff_int,ff_advanced_der_r_ltm_eu,0
factset_ff_int,ff_advanced_der_r_qf_ap,0
factset_ff_int,ff_advanced_af_eu,0
factset_ff_int,ff_advanced_der_af_ap,0
factset_ff_int,wrds_fund_saf_int_v3,0
factset_ff_int,wrds_fund_r_af_int_v3,0
factset_ff_int,wrds_fund_qf_int_v3,0
factset_ff_int,wrds_fund_ltm_int_v3,0
factset_ff_int,wrds_fund_af_int_v3,0
factset_ff_int,wrds_ffheader_int_v3,0
factset_ff_int,monthly_prices_final_int_v3,0
factset_ff_int,ff_segreg_af_eu,0
factset_ff_int,ff_segreg_af_ap,0
factset_ff_int,ff_segbus_af_eu,0
factset_ff_int,ff_segbus_af_ap,0
factset_ff_int,ff_sec_map_int,0
factset_ff_int,ff_basic_ytd_eu,0
factset_ff_int,ff_basic_ytd_ap,0
factset_ff_int,ff_basic_saf_eu,0
factset_ff_int,ff_basic_saf_ap,0
factset_ff_int,ff_basic_r_ytd_eu,0
factset_ff_int,ff_basic_r_ytd_ap,0
factset_ff_int,cs3_monthly_prices_final_int,0
factset_ff_int,ff_basic_r_saf_eu,0
factset_ff_int,ff_basic_r_saf_ap,0
factset_ff_int,ff_basic_r_qf_eu,0
factset_ff_int,ff_advanced_af_ap,0
factset_ff_int,ff_basic_r_qf_ap,0
factset_ff_int,ff_basic_r_ltm_eu,0
factset_ff_int,ff_basic_r_ltm_ap,0
factset_ff_int,ff_basic_r_af_eu,0
factset_ff_int,ff_basic_r_af_ap,0
factset_ff_int,ff_basic_qf_eu,0
factset_ff_int,ff_basic_qf_ap,0
factset_ff_int,ff_basic_ltm_eu,0
factset_ff_int,ff_basic_ltm_ap,0
factset_ff_int,ff_basic_der_ytd_eu,0
factset_ff_int_old,wrds_fund_qf_int_v3,0
factset_ff_int_old,wrds_fund_saf_int_v3,0
factset_ff_int_old,ff_basic_der_af_ap,0
factset_ff_int_old,ff_basic_cf_eu,0
factset_ff_int_old,ff_basic_cf_ap,0
factset_ff_int_old,ff_advanced_r_qf_eu,0
factset_ff_int_old,ff_advanced_r_qf_ap,0
factset_ff_int_old,ff_advanced_r_ltm_eu,0
factset_ff_int_old,ff_advanced_r_ltm_ap,0
factset_ff_int_old,ff_advanced_r_af_eu,0
factset_ff_int_old,cs3_monthly_prices_final_int,0
factset_ff_int_old,ff_advanced_af_ap,0
factset_ff_int_old,ff_advanced_af_eu,0
factset_ff_int_old,ff_advanced_der_af_ap,0
factset_ff_int_old,ff_advanced_der_af_eu,0
