"investor_id","investor_type","first_idx","last_idx","obs_hi","obs_lo","n_obs","elig_hi","elig_lo","cov_hi","cov_lo","span","cycle"
"04DKYD-E","OEF",38,53,8,8,16,21,22,0.380952380952381,0.363636363636364,16,"intermittent"
"04DKYF-E","OEF",26,32,4,2,6,9,9,0.444444444444444,0.222222222222222,7,"intermittent"
"04DKYG-E","OEF",38,53,8,8,16,17,18,0.470588235294118,0.444444444444444,16,"intermittent"
"04DKYH-E","OEF",16,85,16,11,27,6,7,2.66666666666667,1.57142857142857,70,"quarterly"
"04DKYR-E","OEF",14,82,32,0,32,26,26,1.23076923076923,0,69,"semi-annual (skips Q1/Q3)"
"04DKYY-E","OEF",30,70,18,16,34,21,21,0.857142857142857,0.761904761904762,41,"intermittent"
"04DKZ6-E","OEF",62,66,3,2,5,20,20,0.15,0.1,5,"intermittent"
"04DKZ7-E","OEF",16,16,1,0,1,-7,-7,1,0,1,"too short to classify"
"04DL05-E","OEF",15,50,8,13,21,-6,-7,8,13,36,"too short to classify"
"04DL06-E","OEF",17,35,8,10,18,-6,-6,8,10,19,"too short to classify"
"04DL07-E","OEF",20,20,1,0,1,-3,-3,1,0,1,"too short to classify"
"04DL08-E","OEF",18,35,8,8,16,-3,-3,8,8,18,"too short to classify"
"04DL09-E","OEF",17,37,3,6,9,-6,-6,3,6,21,"too short to classify"
"04DL0B-E","OEF",17,37,9,11,20,3,3,3,3.66666666666667,21,"too short to classify"
"04DL0C-E","OEF",16,26,5,4,9,-2,-3,5,4,11,"too short to classify"
"04DL0M-E","OEF",16,26,6,0,6,-1,-2,6,0,11,"too short to classify"
"04DL0X-E","OEF",16,85,32,23,55,28,28,1.14285714285714,0.821428571428571,70,"quarterly"
"04DL0Y-E","OEF",40,85,22,23,45,27,27,0.814814814814815,0.851851851851852,46,"quarterly"
"04DL0Z-E","OEF",16,16,1,0,1,-7,-8,1,0,1,"too short to classify"
"04DL14-E","OEF",44,64,4,0,4,-3,-4,4,0,21,"too short to classify"
"04DL15-E","ETF",16,28,7,4,11,-1,-2,7,4,13,"too short to classify"
"04DL16-E","OEF",16,84,20,16,36,10,9,2,1.77777777777778,69,"quarterly"
"04DL17-E","OEF",16,84,19,15,34,27,26,0.703703703703704,0.576923076923077,69,"intermittent"
"04DL18-E","OEF",16,84,21,16,37,27,26,0.777777777777778,0.615384615384615,69,"intermittent"
"04DL19-E","OEF",16,84,18,16,34,27,26,0.666666666666667,0.615384615384615,69,"intermittent"
"04DL1B-E","OEF",16,84,17,13,30,22,21,0.772727272727273,0.619047619047619,69,"intermittent"
"04DL1D-E","OEF",20,85,18,13,31,27,28,0.666666666666667,0.464285714285714,66,"intermittent"
"04DL1F-E","OEF",16,84,14,12,26,27,27,0.518518518518518,0.444444444444444,69,"intermittent"
"04DL2C-E","OEF",16,25,4,3,7,-3,-2,4,3,10,"too short to classify"
"04DL2W-E","OEF",16,63,16,8,24,16,17,1,0.470588235294118,48,"intermittent"
"04DL40-E","OEF",46,47,1,1,2,-2,-2,1,1,2,"too short to classify"
"04DL4F-E","OEF",49,51,1,2,3,5,5,0.2,0.4,3,"intermittent"
"04DL5C-E","OEF",18,85,21,7,28,13,13,1.61538461538462,0.538461538461538,68,"intermittent"
"04DL5Z-E","OEF",38,54,9,0,9,4,4,2.25,0,17,"semi-annual (skips Q1/Q3)"
"04DL64-E","OEF",20,48,15,0,15,9,9,1.66666666666667,0,29,"semi-annual (skips Q1/Q3)"
"04DL67-E","OEF",20,36,9,0,9,-6,-6,9,0,17,"too short to classify"
"04DL68-E","OEF",18,72,7,0,7,18,17,0.388888888888889,0,55,"intermittent"
"04DL69-E","OEF",14,54,21,0,21,12,11,1.75,0,41,"semi-annual (skips Q1/Q3)"
"04DL6G-E","OEF",14,85,17,11,28,27,27,0.62962962962963,0.407407407407407,72,"intermittent"
"04DL74-E","ETF",22,85,9,10,19,27,27,0.333333333333333,0.37037037037037,64,"intermittent"
"04DL75-E","ETF",22,85,8,8,16,27,27,0.296296296296296,0.296296296296296,64,"intermittent"
"04DL76-E","ETF",22,25,2,2,4,-3,-3,2,2,4,"too short to classify"
"04DL79-E","OEF",16,47,11,3,14,6,7,1.83333333333333,0.428571428571429,32,"intermittent"
"04DL7B-E","ETF",22,25,2,2,4,-3,-3,2,2,4,"too short to classify"
"04DL7C-E","OEF",16,50,8,2,10,-5,-6,8,2,35,"too short to classify"
"04DL7D-E","ETF",22,25,2,2,4,-20,-19,2,2,4,"too short to classify"
"04DL7F-E","OEF",16,36,11,0,11,-1,-1,11,0,21,"too short to classify"
"04DL7G-E","ETF",22,85,18,18,36,27,28,0.666666666666667,0.642857142857143,64,"intermittent"
"04DL7H-E","ETF",22,85,32,31,63,15,15,2.13333333333333,2.06666666666667,64,"quarterly"
"04DL7J-E","ETF",22,85,16,17,33,14,15,1.14285714285714,1.13333333333333,64,"quarterly"
"04DL7S-E","OEF",20,52,15,13,28,9,8,1.66666666666667,1.625,33,"quarterly"
"04DL86-E","OEF",23,32,2,2,4,-1,-2,2,2,10,"too short to classify"
"04DL88-E","OEF",23,32,2,2,4,2,1,1,2,10,"too short to classify"
"04DL8G-E","OEF",16,19,2,2,4,-6,-5,2,2,4,"too short to classify"
"04DL96-E","OEF",20,85,33,33,66,22,23,1.5,1.43478260869565,66,"quarterly"
"04DLB3-E","OEF",31,80,22,20,42,25,25,0.88,0.8,50,"quarterly"
"04DLB4-E","OEF",16,34,10,0,10,0,0,10,0,19,"too short to classify"
"04DLB5-E","OEF",34,38,3,2,5,1,1,3,2,5,"too short to classify"
"04DLB6-E","OEF",34,72,20,18,38,23,22,0.869565217391304,0.818181818181818,39,"quarterly"
"04DLB9-E","OEF",16,26,6,0,6,-2,-3,6,0,11,"too short to classify"
"04DLBJ-E","OEF",16,32,7,7,14,1,0,7,7,17,"too short to classify"
"04DLBK-E","OEF",16,43,13,12,25,7,7,1.85714285714286,1.71428571428571,28,"quarterly"
"04DLBL-E","OEF",16,25,3,4,7,-2,-2,3,4,10,"too short to classify"
"04DLBP-E","OEF",18,48,14,15,29,-5,-6,14,15,31,"too short to classify"
"04DLBV-E","OEF",16,18,2,0,2,-15,-15,2,0,3,"too short to classify"
"04DLBX-E","OEF",49,57,4,5,9,4,4,1,1.25,9,"quarterly"
"04DLBY-E","OEF",16,57,18,20,38,10,11,1.8,1.81818181818182,42,"quarterly"
"04DLC3-E","OEF",41,64,7,6,13,7,7,1,0.857142857142857,24,"quarterly"
"04DLCQ-E","OEF",16,17,1,1,2,-7,-6,1,1,2,"too short to classify"
"04DLCS-E","OEF",16,84,15,11,26,13,12,1.15384615384615,0.916666666666667,69,"quarterly"
"04DLCW-E","OEF",16,85,34,30,64,15,16,2.26666666666667,1.875,70,"quarterly"
"04DLCX-E","OEF",16,48,16,15,31,9,9,1.77777777777778,1.66666666666667,33,"quarterly"
"04DLCY-E","OEF",16,75,26,26,52,8,8,3.25,3.25,60,"quarterly"
"04DLCZ-E","OEF",16,22,4,0,4,-4,-4,4,0,7,"too short to classify"
"04DLD0-E","CEF",22,22,1,0,1,-7,-8,1,0,1,"too short to classify"
"04DLD7-E","OEF",17,70,19,16,35,17,17,1.11764705882353,0.941176470588235,54,"quarterly"
"04DLD8-E","OEF",17,79,22,22,44,21,22,1.04761904761905,1,63,"quarterly"
"04DLDJ-E","OEF",22,45,12,11,23,4,4,3,2.75,24,"quarterly"
"04DLDK-E","OEF",16,84,35,0,35,22,21,1.59090909090909,0,69,"semi-annual (skips Q1/Q3)"
"04DLDL-E","OEF",25,50,13,11,24,7,6,1.85714285714286,1.83333333333333,26,"quarterly"
"04DLDN-E","OEF",22,29,4,4,8,-4,-4,4,4,8,"too short to classify"
"04DLDQ-E","OEF",34,85,25,23,48,20,21,1.25,1.0952380952381,52,"quarterly"
"04DLDR-E","ETF",18,85,30,26,56,23,23,1.30434782608696,1.1304347826087,68,"quarterly"
"04DLDS-E","ETF",16,85,35,28,63,24,24,1.45833333333333,1.16666666666667,70,"quarterly"
"04DLDT-E","ETF",16,85,35,28,63,27,28,1.2962962962963,1,70,"quarterly"
"04DLDW-E","OEF",21,32,6,5,11,-7,-8,6,5,12,"too short to classify"
"04DLDX-E","OEF",16,24,5,0,5,-6,-7,5,0,9,"too short to classify"
"04DLDZ-E","OEF",16,18,2,0,2,-11,-12,2,0,3,"too short to classify"
"04DLF3-E","CEF",18,33,7,8,15,-9,-8,7,8,16,"too short to classify"
"04DLF4-E","OEF",16,61,22,21,43,-4,-4,22,21,46,"too short to classify"
"04DLF5-E","OEF",16,85,32,32,64,18,18,1.77777777777778,1.77777777777778,70,"quarterly"
"04DLF8-E","OEF",24,85,28,29,57,24,24,1.16666666666667,1.20833333333333,62,"quarterly"
"04DLFD-E","OEF",16,80,19,16,35,21,20,0.904761904761905,0.8,65,"quarterly"
"04DLFF-E","OEF",16,42,10,11,21,-2,-2,10,11,27,"too short to classify"
"04DLFG-E","OEF",21,80,15,13,28,25,25,0.6,0.52,60,"intermittent"
"04DLFH-E","OEF",16,18,2,1,3,-9,-10,2,1,3,"too short to classify"
"04DLFJ-E","OEF",16,85,23,21,44,27,28,0.851851851851852,0.75,70,"intermittent"
"04DLGZ-E","OEF",16,85,34,35,69,13,14,2.61538461538462,2.5,70,"quarterly"
"04DLH0-E","OEF",16,26,4,0,4,-6,-7,4,0,11,"too short to classify"
"04DLH1-E","OEF",16,17,1,1,2,-19,-18,1,1,2,"too short to classify"
"04DLH2-E","OEF",16,17,1,1,2,-18,-18,1,1,2,"too short to classify"
"04DLH3-E","OEF",16,17,1,1,2,-10,-10,1,1,2,"too short to classify"
"04DLH5-E","OEF",16,83,8,24,32,26,27,0.307692307692308,0.888888888888889,68,"intermittent"
"04DLH7-E","OEF",16,16,1,0,1,-23,-23,1,0,1,"too short to classify"
"04DLHC-E","OEF",82,84,2,0,2,15,15,0.133333333333333,0,3,"intermittent"
"04DLHN-E","OEF",18,28,3,1,4,-17,-17,3,1,11,"too short to classify"
"04DLHT-E","OEF",59,85,11,10,21,15,16,0.733333333333333,0.625,27,"intermittent"
"04DLJ7-E","OEF",60,78,4,2,6,21,20,0.19047619047619,0.1,19,"intermittent"
"04DLJN-E","OEF",73,85,4,6,10,13,13,0.307692307692308,0.461538461538462,13,"intermittent"
"04DLK1-E","OEF",71,85,5,7,12,24,24,0.208333333333333,0.291666666666667,15,"intermittent"
"04DLK3-E","OEF",27,47,10,11,21,5,5,2,2.2,21,"quarterly"
"04DLK7-E","OEF",72,85,5,6,11,27,28,0.185185185185185,0.214285714285714,14,"intermittent"
"04DLKG-E","OEF",16,84,33,1,34,27,27,1.22222222222222,0.037037037037037,69,"semi-annual (skips Q1/Q3)"
"04DLKH-E","OEF",16,84,34,1,35,27,27,1.25925925925926,0.037037037037037,69,"semi-annual (skips Q1/Q3)"
"04DLKJ-E","OEF",16,84,33,1,34,27,27,1.22222222222222,0.037037037037037,69,"semi-annual (skips Q1/Q3)"
"04DLKK-E","OEF",16,36,11,0,11,0,-1,11,0,21,"too short to classify"
"04DLKL-E","OEF",16,36,11,0,11,3,3,3.66666666666667,0,21,"too short to classify"
"04DLKM-E","OEF",16,48,17,1,18,2,2,8.5,0.5,33,"too short to classify"
"04DLKN-E","OEF",16,38,12,0,12,4,4,3,0,23,"semi-annual (skips Q1/Q3)"
"04DLKW-E","OEF",20,20,1,0,1,-5,-5,1,0,1,"too short to classify"
"04DLKX-E","OEF",16,30,8,0,8,0,0,8,0,15,"too short to classify"
"04DLKY-E","OEF",16,44,15,0,15,7,7,2.14285714285714,0,29,"semi-annual (skips Q1/Q3)"
"04DLL0-E","OEF",17,85,34,34,68,27,28,1.25925925925926,1.21428571428571,69,"quarterly"
"04DLL2-E","OEF",17,24,4,4,8,-3,-3,4,4,8,"too short to classify"
"04DLL3-E","OEF",16,16,1,0,1,-13,-14,1,0,1,"too short to classify"
"04DLL4-E","OEF",17,85,34,34,68,27,28,1.25925925925926,1.21428571428571,69,"quarterly"
"04DLL8-E","OEF",17,53,16,17,33,-8,-8,16,17,37,"too short to classify"
"04DLL9-E","OEF",15,51,17,17,34,7,7,2.42857142857143,2.42857142857143,37,"quarterly"
"04DLLB-E","OEF",15,73,26,28,54,15,16,1.73333333333333,1.75,59,"quarterly"
"04DLLC-E","OEF",15,54,18,17,35,12,12,1.5,1.41666666666667,40,"quarterly"
"04DLLG-E","OEF",30,84,24,22,46,27,27,0.888888888888889,0.814814814814815,55,"quarterly"
"04DLMX-E","OEF",16,34,10,0,10,-1,-2,10,0,19,"too short to classify"
"04DLN2-E","OEF",18,20,2,0,2,-5,-6,2,0,3,"too short to classify"
"04DLNX-E","OEF",41,52,6,6,12,11,11,0.545454545454545,0.545454545454545,12,"intermittent"
"04DLNZ-E","OEF",23,32,4,5,9,-18,-19,4,5,10,"too short to classify"
"04DLP5-E","OEF",18,57,9,7,16,10,10,0.9,0.7,40,"intermittent"
"04DLPM-E","OEF",69,84,8,7,15,24,23,0.333333333333333,0.304347826086957,16,"intermittent"
"04DLQ0-E","OEF",38,68,13,12,25,11,11,1.18181818181818,1.09090909090909,31,"quarterly"
"04DLQ4-E","OEF",43,51,4,5,9,3,3,1.33333333333333,1.66666666666667,9,"too short to classify"
"04DLQB-E","OEF",30,72,15,7,22,17,17,0.88235294117647,0.411764705882353,43,"intermittent"
"04DLQC-E","OEF",30,70,11,7,18,17,16,0.647058823529412,0.4375,41,"intermittent"
"04DLQD-E","OEF",41,51,4,6,10,0,1,4,6,11,"too short to classify"
"04DLQM-E","CEF",22,85,29,12,41,27,28,1.07407407407407,0.428571428571429,64,"intermittent"
"04DLQN-E","OEF",18,42,8,0,8,6,6,1.33333333333333,0,25,"semi-annual (skips Q1/Q3)"
"04DLQP-E","OEF",16,44,4,0,4,7,7,0.571428571428571,0,29,"intermittent"
"04DLQS-E","OEF",37,75,0,8,8,22,23,0,0.347826086956522,39,"intermittent"
"04DLQT-E","OEF",12,12,1,0,1,-9,-9,1,0,1,"too short to classify"
"04DLQV-E","CEF",16,34,9,0,9,2,2,4.5,0,19,"too short to classify"
"04DLQX-E","OEF",16,61,11,9,20,15,16,0.733333333333333,0.5625,46,"intermittent"
"04DLQY-E","CEF",16,46,16,0,16,8,8,2,0,31,"semi-annual (skips Q1/Q3)"
"04DLR1-E","OEF",20,20,1,0,1,-5,-5,1,0,1,"too short to classify"
"04DLR3-E","OEF",16,84,35,0,35,7,7,5,0,69,"semi-annual (skips Q1/Q3)"
"04DLR4-E","OEF",16,84,34,1,35,27,27,1.25925925925926,0.037037037037037,69,"semi-annual (skips Q1/Q3)"
"04DLR5-E","OEF",16,84,35,0,35,21,21,1.66666666666667,0,69,"semi-annual (skips Q1/Q3)"
"04DLR6-E","OEF",16,84,35,0,35,27,27,1.2962962962963,0,69,"semi-annual (skips Q1/Q3)"
"04DLRH-E","CEF",16,22,4,0,4,-4,-4,4,0,7,"too short to classify"
"04DLRJ-E","ETF",18,76,29,0,29,23,23,1.26086956521739,0,59,"semi-annual (skips Q1/Q3)"
"04DLRK-E","OEF",16,28,7,0,7,-17,-18,7,0,13,"too short to classify"
"04DLRL-E","CEF",20,84,26,0,26,15,15,1.73333333333333,0,65,"semi-annual (skips Q1/Q3)"
"04DLRN-E","OEF",16,18,2,0,2,-16,-17,2,0,3,"too short to classify"
"04DLRS-E","CEF",16,18,2,0,2,-14,-15,2,0,3,"too short to classify"
"04DLS9-E","CEF",16,22,4,0,4,-10,-10,4,0,7,"too short to classify"
"04DLSB-E","OEF",16,37,10,1,11,-6,-6,10,1,22,"too short to classify"
"04DLSC-E","OEF",16,70,27,0,27,12,12,2.25,0,55,"semi-annual (skips Q1/Q3)"
"04DLSF-E","CEF",16,16,1,0,1,-7,-7,1,0,1,"too short to classify"
"04DLSH-E","OEF",22,26,3,0,3,-19,-19,3,0,5,"too short to classify"
"04DLSN-E","OEF",26,28,2,0,2,-1,-1,2,0,3,"too short to classify"
"04DLSP-E","OEF",16,16,1,0,1,-10,-10,1,0,1,"too short to classify"
"04DLSR-E","OEF",18,36,4,0,4,-1,-1,4,0,19,"too short to classify"
"04DLT6-E","OEF",17,30,6,6,12,-3,-4,6,6,14,"too short to classify"
"04DLT9-E","OEF",45,85,16,19,35,21,22,0.761904761904762,0.863636363636364,41,"intermittent"
"04DLTC-E","OEF",27,82,26,26,52,26,26,1,1,56,"quarterly"
"04DLTD-E","OEF",13,21,0,3,3,-9,-8,0,3,9,"too short to classify"
"04DLTH-E","CEF",16,26,6,0,6,-5,-6,6,0,11,"too short to classify"
"04DLTQ-E","OEF",15,23,0,5,5,-8,-7,0,5,9,"too short to classify"
"04DLTT-E","OEF",16,85,29,32,61,24,24,1.20833333333333,1.33333333333333,70,"quarterly"
"04DLTW-E","OEF",20,24,3,0,3,-3,-3,3,0,5,"too short to classify"
"04DLV2-E","CEF",20,20,1,0,1,-13,-14,1,0,1,"too short to classify"
"04DLV3-E","CEF",16,16,1,0,1,-7,-7,1,0,1,"too short to classify"
"04DLV6-E","CEF",16,20,3,0,3,-5,-5,3,0,5,"too short to classify"
"04DLV7-E","CEF",16,16,1,0,1,-7,-8,1,0,1,"too short to classify"
"04DLV8-E","OEF",15,17,0,2,2,-1,-1,0,2,3,"too short to classify"
"04DLV9-E","ETF",23,35,6,7,13,2,3,3,2.33333333333333,13,"too short to classify"
"04DLVB-E","ETF",23,85,31,32,63,27,28,1.14814814814815,1.14285714285714,63,"quarterly"
"04DLVD-E","ETF",23,35,6,7,13,8,8,0.75,0.875,13,"intermittent"
"04DLW4-E","OEF",36,37,1,1,2,3,4,0.333333333333333,0.25,2,"too short to classify"
"04DLW6-E","OEF",20,84,30,28,58,27,27,1.11111111111111,1.03703703703704,65,"quarterly"
"04DLWM-E","OEF",16,42,13,0,13,2,1,6.5,0,27,"too short to classify"
"04DLWR-E","OEF",16,44,14,0,14,2,1,7,0,29,"too short to classify"
"04DLWS-E","OEF",42,48,2,0,2,4,3,0.5,0,7,"too short to classify"
"04DLWT-E","OEF",18,32,6,0,6,2,2,3,0,15,"too short to classify"
"04DLWV-E","OEF",20,62,21,4,25,17,17,1.23529411764706,0.235294117647059,43,"intermittent"
"04DLX2-E","OEF",16,57,19,14,33,12,13,1.58333333333333,1.07692307692308,42,"quarterly"
"04DLX3-E","OEF",47,83,15,16,31,25,26,0.6,0.615384615384615,37,"intermittent"
"04DLXB-E","OEF",16,57,19,14,33,8,9,2.375,1.55555555555556,42,"quarterly"
"04DLXG-E","OEF",16,47,15,10,25,3,4,5,2.5,32,"too short to classify"
"04DLXH-E","OEF",16,47,15,9,24,-15,-15,15,9,32,"too short to classify"
"04DLXK-E","OEF",16,47,15,9,24,8,9,1.875,1,32,"quarterly"
"04DLXN-E","OEF",16,43,12,7,19,8,9,1.5,0.777777777777778,28,"intermittent"
"04DLY5-E","OEF",18,24,4,0,4,-3,-3,4,0,7,"too short to classify"
"04DLYC-E","OEF",17,25,1,2,3,-1,0,1,2,9,"too short to classify"
"04DLYL-E","OEF",17,25,1,2,3,-1,0,1,2,9,"too short to classify"
"04DLYN-E","OEF",60,64,2,0,2,19,19,0.105263157894737,0,5,"intermittent"
"04DLYW-E","OEF",17,25,1,2,3,-1,0,1,2,9,"too short to classify"
"04DLYY-E","OEF",18,52,9,4,13,12,12,0.75,0.333333333333333,35,"intermittent"
"04DLZ5-E","OEF",36,84,25,0,25,28,28,0.892857142857143,0,49,"semi-annual (skips Q1/Q3)"
"04DLZ6-E","OEF",24,48,13,11,24,10,10,1.3,1.1,25,"quarterly"
"04DLZ9-E","OEF",17,79,15,14,29,25,26,0.6,0.538461538461538,63,"intermittent"
"04DLZV-E","CEF",16,16,1,0,1,-6,-6,1,0,1,"too short to classify"
"04DM0Z-E","OEF",16,68,25,0,25,20,20,1.25,0,53,"semi-annual (skips Q1/Q3)"
"04DM11-E","OEF",16,84,33,0,33,29,29,1.13793103448276,0,69,"semi-annual (skips Q1/Q3)"
"04DM13-E","OEF",32,32,1,0,1,3,3,0.333333333333333,0,1,"too short to classify"
"04DM1F-E","OEF",21,73,18,18,36,22,23,0.818181818181818,0.782608695652174,53,"intermittent"
"04DM1J-E","OEF",20,29,5,4,9,-1,0,5,4,10,"too short to classify"
"04DM1K-E","ETF",20,72,24,23,47,20,20,1.2,1.15,53,"quarterly"
"04DM1L-E","ETF",23,85,30,29,59,26,27,1.15384615384615,1.07407407407407,63,"quarterly"
"04DM1M-E","ETF",20,43,11,10,21,-7,-7,11,10,24,"too short to classify"
"04DM1P-E","ETF",20,85,30,30,60,33,33,0.909090909090909,0.909090909090909,66,"quarterly"
"04DM1Q-E","ETF",20,43,11,10,21,5,6,2.2,1.66666666666667,24,"quarterly"
"04DM1R-E","CEF",16,16,1,0,1,-7,-7,1,0,1,"too short to classify"
"04DM1S-E","OEF",18,84,33,0,33,27,27,1.22222222222222,0,67,"semi-annual (skips Q1/Q3)"
"04DM1X-E","OEF",73,85,4,7,11,15,15,0.266666666666667,0.466666666666667,13,"intermittent"
"04DM25-E","OEF",52,85,16,17,33,28,28,0.571428571428571,0.607142857142857,34,"intermittent"
"04DM2F-E","OEF",17,33,1,9,10,2,2,0.5,4.5,17,"too short to classify"
"04DM2G-E","OEF",17,37,10,11,21,4,4,2.5,2.75,21,"quarterly"
"04DM2N-E","OEF",17,85,31,34,65,24,24,1.29166666666667,1.41666666666667,69,"quarterly"
"04DM2S-E","OEF",32,85,22,23,45,27,27,0.814814814814815,0.851851851851852,54,"quarterly"
"04DM2V-E","OEF",80,84,3,0,3,27,26,0.111111111111111,0,5,"intermittent"
"04DM3F-E","OEF",20,78,28,26,54,24,24,1.16666666666667,1.08333333333333,59,"quarterly"
"04DM3G-E","OEF",16,42,11,1,12,7,7,1.57142857142857,0.142857142857143,27,"semi-annual (skips Q1/Q3)"
"04DM3H-E","ETF",23,85,29,29,58,28,29,1.03571428571429,1,63,"quarterly"
"04DM3J-E","OEF",18,84,31,0,31,28,28,1.10714285714286,0,67,"semi-annual (skips Q1/Q3)"
"04DM3M-E","OEF",20,62,8,0,8,18,17,0.444444444444444,0,43,"intermittent"
"04DM3P-E","OEF",22,48,8,0,8,11,10,0.727272727272727,0,27,"intermittent"
"04DM3Q-E","OEF",18,48,8,0,8,6,5,1.33333333333333,0,31,"semi-annual (skips Q1/Q3)"
"04DM3R-E","OEF",15,33,0,3,3,-4,-3,0,3,19,"too short to classify"
"04DM3S-E","OEF",15,33,0,5,5,-4,-3,0,5,19,"too short to classify"
"04DM3T-E","OEF",16,34,8,0,8,-3,-3,8,0,19,"too short to classify"
"04DM3V-E","OEF",16,34,8,0,8,-7,-8,8,0,19,"too short to classify"
"04DM3W-E","OEF",22,36,7,0,7,3,2,2.33333333333333,0,15,"too short to classify"
"04DM3X-E","OEF",22,36,8,0,8,3,3,2.66666666666667,0,15,"too short to classify"
"04DM3Y-E","OEF",20,48,6,0,6,9,8,0.666666666666667,0,29,"intermittent"
"04DM3Z-E","OEF",14,50,10,0,10,5,4,2,0,37,"semi-annual (skips Q1/Q3)"
"04DM40-E","OEF",68,85,8,7,15,21,22,0.380952380952381,0.318181818181818,18,"intermittent"
"04DM41-E","OEF",18,50,13,0,13,4,4,3.25,0,33,"semi-annual (skips Q1/Q3)"
"04DM44-E","OEF",15,33,0,5,5,-15,-14,0,5,19,"too short to classify"
"04DM4M-E","OEF",18,84,24,0,24,24,23,1,0,67,"semi-annual (skips Q1/Q3)"
"04DM54-E","OEF",30,34,3,0,3,-1,-1,3,0,5,"too short to classify"
"04DM55-E","OEF",26,34,3,0,3,2,2,1.5,0,9,"too short to classify"
"04DM58-E","OEF",16,22,4,0,4,-5,-5,4,0,7,"too short to classify"
"04DM5C-E","OEF",20,85,23,25,48,27,28,0.851851851851852,0.892857142857143,66,"quarterly"
"04DM5D-E","OEF",20,20,1,0,1,-17,-18,1,0,1,"too short to classify"
"04DM5G-E","OEF",20,85,10,12,22,28,29,0.357142857142857,0.413793103448276,66,"intermittent"
"04DM5H-E","ETF",38,84,24,0,24,14,14,1.71428571428571,0,47,"semi-annual (skips Q1/Q3)"
"04DM5J-E","ETF",30,56,12,10,22,14,13,0.857142857142857,0.769230769230769,27,"intermittent"
"04DM5K-E","ETF",30,46,9,8,17,2,1,4.5,8,17,"too short to classify"
"04DM62-E","OEF",16,24,5,3,8,-3,-3,5,3,9,"too short to classify"
"04DM63-E","OEF",16,47,16,11,27,-2,-1,16,11,32,"too short to classify"
"04DM64-E","OEF",16,32,7,5,12,2,1,3.5,5,17,"too short to classify"
"04DM65-E","OEF",17,23,2,4,6,-6,-5,2,4,7,"too short to classify"
"04DM66-E","OEF",17,23,2,4,6,-5,-4,2,4,7,"too short to classify"
"04DM67-E","OEF",17,23,2,4,6,-4,-4,2,4,7,"too short to classify"
"04DM68-E","OEF",17,23,2,4,6,-12,-12,2,4,7,"too short to classify"
"04DM69-E","OEF",17,23,2,4,6,-3,-3,2,4,7,"too short to classify"
"04DM6B-E","OEF",17,23,2,4,6,-5,-4,2,4,7,"too short to classify"
"04DM6C-E","OEF",17,23,2,4,6,-6,-6,2,4,7,"too short to classify"
"04DM6D-E","OEF",18,84,31,0,31,19,18,1.63157894736842,0,67,"semi-annual (skips Q1/Q3)"
"04DM6F-E","OEF",17,23,2,4,6,-4,-4,2,4,7,"too short to classify"
"04DM6G-E","OEF",17,23,2,4,6,11,11,0.181818181818182,0.363636363636364,7,"intermittent"
"04DM6H-E","OEF",17,23,1,4,5,-4,-3,1,4,7,"too short to classify"
"04DM6J-E","OEF",17,23,1,4,5,-15,-14,1,4,7,"too short to classify"
"04DM6K-E","OEF",17,23,2,4,6,-10,-10,2,4,7,"too short to classify"
"04DM71-E","OEF",18,33,7,6,13,1,2,7,3,16,"too short to classify"
"04DM72-E","OEF",46,84,18,0,18,30,30,0.6,0,39,"intermittent"
"04DM73-E","OEF",16,24,4,1,5,-6,-6,4,1,9,"too short to classify"
"04DM75-E","OEF",15,35,0,11,11,0,0,0,11,21,"too short to classify"
"04DM76-E","OEF",15,35,0,11,11,4,4,0,2.75,21,"inverse (skips Q2/Q4)"
"04DM78-E","OEF",27,68,6,12,18,21,20,0.285714285714286,0.6,42,"intermittent"
"04DM79-E","OEF",18,84,29,0,29,29,28,1,0,67,"semi-annual (skips Q1/Q3)"
"04DM8R-E","ETF",17,77,9,13,22,25,25,0.36,0.52,61,"intermittent"
"04DM8X-E","OEF",17,51,17,18,35,12,12,1.41666666666667,1.5,35,"quarterly"
"04DM8Y-E","OEF",17,85,34,34,68,29,29,1.17241379310345,1.17241379310345,69,"quarterly"
"04DM8Z-E","OEF",17,20,2,2,4,-25,-26,2,2,4,"too short to classify"
"04DM93-E","OEF",67,85,9,10,19,12,12,0.75,0.833333333333333,19,"intermittent"
"04DM96-E","OEF",17,52,17,18,35,-5,-6,17,18,36,"too short to classify"
"04DM97-E","OEF",17,85,30,26,56,27,27,1.11111111111111,0.962962962962963,69,"quarterly"
"04DM98-E","OEF",17,43,12,14,26,0,1,12,14,27,"too short to classify"
"04DM99-E","OEF",20,67,23,22,45,19,19,1.21052631578947,1.15789473684211,48,"quarterly"
"04DM9L-E","OEF",16,40,13,9,22,6,5,2.16666666666667,1.8,25,"quarterly"
"04DM9M-E","OEF",19,85,32,31,63,27,27,1.18518518518519,1.14814814814815,67,"quarterly"
"04DM9N-E","OEF",16,85,33,30,63,32,33,1.03125,0.909090909090909,70,"quarterly"
"04DM9P-E","OEF",16,85,34,32,66,27,28,1.25925925925926,1.14285714285714,70,"quarterly"
"04DM9Q-E","OEF",16,49,17,14,31,0,1,17,14,34,"too short to classify"
"04DM9S-E","OEF",19,85,11,14,25,40,40,0.275,0.35,67,"intermittent"
