"investor_id","investor_type","first_idx","last_idx","obs_hi","obs_lo","n_obs","elig_hi","elig_lo","cov_hi","cov_lo","span","cycle"
"04CQSV-E","OEF",19,19,0,1,1,-12,-12,0,1,1,"too short to classify"
"04CQSW-E","OEF",22,85,16,17,33,33,33,0.484848484848485,0.515151515151515,64,"intermittent"
"04CQSX-E","OEF",15,85,28,32,60,33,34,0.848484848484849,0.941176470588235,71,"quarterly"
"04CQSZ-E","OEF",2,28,10,0,10,-3,-3,10,0,27,"too short to classify"
"04CQT0-E","OEF",2,40,13,4,17,14,13,0.928571428571429,0.307692307692308,39,"intermittent"
"04CQT5-E","OEF",2,85,42,41,83,21,21,2,1.95238095238095,84,"quarterly"
"04CQV3-E","OEF",1,85,41,43,84,42,43,0.976190476190476,1,85,"quarterly"
"04CQV4-E","OEF",1,77,14,35,49,38,39,0.368421052631579,0.897435897435897,77,"intermittent"
"04CQVF-E","OEF",1,1,0,1,1,0,1,0,1,1,"too short to classify"
"04CQVJ-E","CEF",1,85,42,43,85,42,43,1,1,85,"quarterly"
"04CQVK-E","VAR",1,45,21,23,44,22,23,0.954545454545455,1,45,"quarterly"
"04CQVL-E","VAR",1,10,4,5,9,5,5,0.8,1,10,"quarterly"
"04CQVR-E","OEF",1,19,9,5,14,9,10,1,0.5,19,"intermittent"
"04CQVS-E","OEF",1,18,9,4,13,9,9,1,0.444444444444444,18,"intermittent"
"04CQVT-E","OEF",4,59,26,23,49,22,22,1.18181818181818,1.04545454545455,56,"quarterly"
"04CQVV-E","OEF",1,85,38,37,75,42,43,0.904761904761905,0.86046511627907,85,"quarterly"
"04CQVW-E","VAR",1,18,9,5,14,9,9,1,0.555555555555556,18,"intermittent"
"04CQVX-E","OEF",1,85,40,43,83,42,43,0.952380952380952,1,85,"quarterly"
"04CQW0-E","OEF",12,12,1,0,1,-6,-7,1,0,1,"too short to classify"
"04CQW1-E","CEF",1,18,9,9,18,9,9,1,1,18,"quarterly"
"04CQW2-E","OEF",2,85,40,40,80,35,36,1.14285714285714,1.11111111111111,84,"quarterly"
"04CQW4-E","OEF",1,44,22,22,44,22,22,1,1,44,"quarterly"
"04CQW6-E","OEF",1,85,38,37,75,42,43,0.904761904761905,0.86046511627907,85,"quarterly"
"04CQW8-E","OEF",1,85,39,40,79,42,43,0.928571428571429,0.930232558139535,85,"quarterly"
"04CQWF-E","CEF",1,7,0,4,4,3,4,0,1,7,"too short to classify"
"04CQWK-E","OEF",1,85,42,43,85,42,43,1,1,85,"quarterly"
"04CQWL-E","CEF",1,10,5,5,10,5,5,1,1,10,"quarterly"
"04CQWM-E","CEF",1,10,4,5,9,5,5,0.8,1,10,"quarterly"
"04CQWP-E","CEF",2,8,4,0,4,1,0,4,0,7,"too short to classify"
"04CQWQ-E","OEF",2,20,9,0,9,-20,-21,9,0,19,"too short to classify"
"04CQWR-E","OEF",8,54,20,6,26,21,20,0.952380952380952,0.3,47,"intermittent"
"04CQWS-E","OEF",2,49,20,11,31,17,18,1.17647058823529,0.611111111111111,48,"intermittent"
"04CQWW-E","OEF",1,3,1,2,3,1,2,1,1,3,"too short to classify"
"04CQX0-E","OEF",1,85,41,41,82,42,43,0.976190476190476,0.953488372093023,85,"quarterly"
"04CQXB-E","CEF",4,8,3,0,3,-3,-3,3,0,5,"too short to classify"
"04CQXC-E","OEF",1,85,40,41,81,42,43,0.952380952380952,0.953488372093023,85,"quarterly"
"04CQXD-E","OEF",1,63,29,31,60,31,32,0.935483870967742,0.96875,63,"quarterly"
"04CQXG-E","OEF",1,85,40,42,82,42,43,0.952380952380952,0.976744186046512,85,"quarterly"
"04CQXK-E","CEF",1,19,0,10,10,9,10,0,1,19,"inverse (skips Q2/Q4)"
"04CQXL-E","CEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CQXX-E","OEF",1,30,4,14,18,15,15,0.266666666666667,0.933333333333333,30,"intermittent"
"04CQY0-E","CEF",2,48,22,1,23,17,17,1.29411764705882,0.0588235294117647,47,"semi-annual (skips Q1/Q3)"
"04CQY1-E","CEF",1,15,0,8,8,7,8,0,1,15,"inverse (skips Q2/Q4)"
"04CQY7-E","CEF",2,46,22,1,23,16,16,1.375,0.0625,45,"semi-annual (skips Q1/Q3)"
"04CQY8-E","CEF",4,8,2,0,2,-3,-3,2,0,5,"too short to classify"
"04CQYB-E","OEF",73,73,0,1,1,26,27,0,0.037037037037037,1,"intermittent"
"04CQYG-E","OEF",1,15,0,7,7,7,8,0,0.875,15,"inverse (skips Q2/Q4)"
"04CQYH-E","OEF",1,53,0,24,24,26,27,0,0.888888888888889,53,"inverse (skips Q2/Q4)"
"04CQYR-E","OEF",1,85,35,36,71,42,43,0.833333333333333,0.837209302325581,85,"quarterly"
"04CQYV-E","OEF",1,1,0,1,1,0,1,0,1,1,"too short to classify"
"04CQZ0-E","CEF",1,53,5,3,8,26,27,0.192307692307692,0.111111111111111,53,"intermittent"
"04CQZ3-E","CEF",2,16,8,0,8,-3,-3,8,0,15,"too short to classify"
"04CQZ4-E","OEF",2,82,34,18,52,32,31,1.0625,0.580645161290323,81,"intermittent"
"04CQZ5-E","OEF",2,85,16,27,43,33,33,0.484848484848485,0.818181818181818,84,"intermittent"
"04CQZG-E","OEF",2,26,13,0,13,6,6,2.16666666666667,0,25,"semi-annual (skips Q1/Q3)"
"04CQZH-E","OEF",2,56,25,0,25,21,20,1.19047619047619,0,55,"semi-annual (skips Q1/Q3)"
"04CQZN-E","OEF",23,83,0,16,16,34,35,0,0.457142857142857,61,"intermittent"
"04CQZS-E","OEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CQZT-E","OEF",2,26,12,0,12,6,6,2,0,25,"semi-annual (skips Q1/Q3)"
"04CQZV-E","OEF",2,75,36,12,48,30,31,1.2,0.387096774193548,74,"intermittent"
"04CQZW-E","CEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CQZY-E","CEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CQZZ-E","CEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CR00-E","CEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CR01-E","OEF",1,85,42,42,84,42,43,1,0.976744186046512,85,"quarterly"
"04CR04-E","OEF",2,3,1,1,2,-6,-5,1,1,2,"too short to classify"
"04CR0D-E","OEF",17,83,27,28,55,34,35,0.794117647058823,0.8,67,"intermittent"
"04CR0F-E","OEF",16,16,1,0,1,1,1,1,0,1,"too short to classify"
"04CR0G-E","OEF",1,19,9,4,13,9,10,1,0.4,19,"intermittent"
"04CR0V-E","OEF",2,29,13,12,25,5,5,2.6,2.4,28,"quarterly"
"04CR0W-E","OEF",22,85,31,29,60,27,27,1.14814814814815,1.07407407407407,64,"quarterly"
"04CR0X-E","OEF",1,11,0,6,6,5,6,0,1,11,"inverse (skips Q2/Q4)"
"04CR0Y-E","OEF",1,19,0,10,10,9,10,0,1,19,"inverse (skips Q2/Q4)"
"04CR0Z-E","OEF",1,83,20,36,56,41,42,0.48780487804878,0.857142857142857,83,"intermittent"
"04CR10-E","OEF",3,26,1,12,13,7,6,0.142857142857143,2,24,"inverse (skips Q2/Q4)"
"04CR11-E","OEF",1,85,29,43,72,42,43,0.69047619047619,1,85,"intermittent"
"04CR12-E","OEF",1,85,29,43,72,42,43,0.69047619047619,1,85,"intermittent"
"04CR13-E","OEF",7,85,32,40,72,36,36,0.888888888888889,1.11111111111111,79,"quarterly"
"04CR14-E","OEF",5,53,16,24,40,17,17,0.941176470588235,1.41176470588235,49,"quarterly"
"04CR15-E","OEF",3,85,32,42,74,36,36,0.888888888888889,1.16666666666667,83,"quarterly"
"04CR18-E","OEF",11,85,29,31,60,15,16,1.93333333333333,1.9375,75,"quarterly"
"04CR19-E","OEF",11,47,13,12,25,-4,-3,13,12,37,"too short to classify"
"04CR1C-E","OEF",15,85,32,35,67,15,15,2.13333333333333,2.33333333333333,71,"quarterly"
"04CR1D-E","OEF",8,8,1,0,1,-23,-23,1,0,1,"too short to classify"
"04CR1N-E","OEF",2,8,4,0,4,-10,-10,4,0,7,"too short to classify"
"04CR1P-E","OEF",3,19,0,6,6,3,3,0,2,17,"too short to classify"
"04CR1R-E","OEF",1,3,0,2,2,1,2,0,1,3,"too short to classify"
"04CR1Y-E","OEF",16,33,6,7,13,7,8,0.857142857142857,0.875,18,"quarterly"
"04CR1Z-E","OEF",2,16,8,0,8,-7,-8,8,0,15,"too short to classify"
"04CR23-E","OEF",56,74,10,9,19,31,30,0.32258064516129,0.3,19,"intermittent"
"04CR28-E","OEF",5,85,25,34,59,36,36,0.694444444444444,0.944444444444444,81,"intermittent"
"04CR29-E","OEF",37,85,18,23,41,34,34,0.529411764705882,0.676470588235294,49,"intermittent"
"04CR2B-E","OEF",5,25,3,7,10,4,4,0.75,1.75,21,"intermittent"
"04CR2S-E","OEF",40,47,2,4,6,15,15,0.133333333333333,0.266666666666667,8,"intermittent"
"04CR2T-E","OEF",15,85,35,35,70,34,34,1.02941176470588,1.02941176470588,71,"quarterly"
"04CR2X-E","CEF",5,13,0,3,3,-2,-2,0,3,9,"too short to classify"
"04CR30-E","CEF",21,85,21,21,42,34,34,0.61764705882353,0.61764705882353,65,"intermittent"
"04CR3J-E","OEF",2,18,8,6,14,-22,-23,8,6,17,"too short to classify"
"04CR3K-E","OEF",2,3,1,1,2,-5,-5,1,1,2,"too short to classify"
"04CR3M-E","OEF",13,85,32,36,68,38,38,0.842105263157895,0.947368421052632,73,"quarterly"
"04CR3N-E","OEF",22,46,13,12,25,16,16,0.8125,0.75,25,"intermittent"
"04CR3T-E","OEF",21,33,5,5,10,6,7,0.833333333333333,0.714285714285714,13,"intermittent"
"04CR3W-E","OEF",52,85,17,16,33,32,33,0.53125,0.484848484848485,34,"intermittent"
"04CR3X-E","OEF",20,85,33,33,66,35,36,0.942857142857143,0.916666666666667,66,"quarterly"
"04CR3Z-E","OEF",2,18,5,0,5,2,2,2.5,0,17,"too short to classify"
"04CR41-E","OEF",3,82,32,30,62,34,34,0.941176470588235,0.88235294117647,80,"quarterly"
"04CR4J-E","OEF",7,8,1,1,2,-28,-28,1,1,2,"too short to classify"
"04CR4T-E","OEF",16,34,10,9,19,-13,-13,10,9,19,"too short to classify"
"04CR4V-E","OEF",18,34,9,8,17,-13,-13,9,8,17,"too short to classify"
"04CR4W-E","ETF",21,85,32,33,65,35,36,0.914285714285714,0.916666666666667,65,"quarterly"
"04CR4X-E","ETF",21,85,32,33,65,37,37,0.864864864864865,0.891891891891892,65,"quarterly"
"04CR4Y-E","ETF",21,85,32,33,65,36,37,0.888888888888889,0.891891891891892,65,"quarterly"
"04CR4Z-E","ETF",21,85,32,33,65,33,34,0.96969696969697,0.970588235294118,65,"quarterly"
"04CR50-E","ETF",21,85,32,33,65,35,36,0.914285714285714,0.916666666666667,65,"quarterly"
"04CR51-E","ETF",21,85,32,33,65,33,33,0.96969696969697,1,65,"quarterly"
"04CR52-E","ETF",21,85,32,33,65,33,33,0.96969696969697,1,65,"quarterly"
"04CR53-E","ETF",21,85,32,33,65,28,29,1.14285714285714,1.13793103448276,65,"quarterly"
"04CR54-E","ETF",21,85,32,33,65,37,37,0.864864864864865,0.891891891891892,65,"quarterly"
"04CR5J-E","CEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CR5K-E","CEF",1,1,0,1,1,0,1,0,1,1,"too short to classify"
"04CR5M-E","OEF",2,84,24,22,46,35,35,0.685714285714286,0.628571428571429,83,"intermittent"
"04CR5N-E","OEF",2,12,5,0,5,-1,-1,5,0,11,"too short to classify"
"04CR5P-E","OEF",2,14,6,0,6,0,0,6,0,13,"too short to classify"
"04CR5S-E","OEF",2,14,7,0,7,0,-1,7,0,13,"too short to classify"
"04CR5T-E","OEF",2,3,1,1,2,-5,-5,1,1,2,"too short to classify"
"04CR5V-E","OEF",2,85,34,31,65,36,36,0.944444444444444,0.861111111111111,84,"quarterly"
"04CR5W-E","OEF",3,58,22,19,41,21,20,1.04761904761905,0.95,56,"quarterly"
"04CR61-E","OEF",1,1,0,1,1,0,1,0,1,1,"too short to classify"
"04CR62-E","OEF",1,66,22,30,52,33,33,0.666666666666667,0.909090909090909,66,"intermittent"
"04CR63-E","CEF",1,1,0,1,1,0,1,0,1,1,"too short to classify"
"04CR64-E","CEF",1,1,0,1,1,0,1,0,1,1,"too short to classify"
"04CR65-E","CEF",1,1,0,1,1,0,1,0,1,1,"too short to classify"
"04CR66-E","OEF",1,19,9,10,19,9,10,1,1,19,"quarterly"
"04CR67-E","OEF",1,24,12,12,24,12,12,1,1,24,"quarterly"
"04CR68-E","CEF",1,8,1,4,5,4,4,0.25,1,8,"intermittent"
"04CR69-E","CEF",1,8,1,4,5,4,4,0.25,1,8,"intermittent"
"04CR6B-E","OEF",1,84,41,35,76,42,42,0.976190476190476,0.833333333333333,84,"quarterly"
"04CR6C-E","OEF",1,84,41,35,76,42,42,0.976190476190476,0.833333333333333,84,"quarterly"
"04CR6D-E","OEF",4,49,3,3,6,16,17,0.1875,0.176470588235294,46,"intermittent"
"04CR6F-E","OEF",4,84,29,20,49,35,35,0.828571428571429,0.571428571428571,81,"intermittent"
"04CR6K-E","OEF",1,14,7,7,14,7,7,1,1,14,"quarterly"
"04CR6L-E","OEF",1,40,18,17,35,20,20,0.9,0.85,40,"quarterly"
"04CR6M-E","OEF",13,84,19,11,30,35,35,0.542857142857143,0.314285714285714,72,"intermittent"
"04CR6P-E","OEF",54,77,11,11,22,31,32,0.354838709677419,0.34375,24,"intermittent"
"04CR6Q-E","OEF",8,16,5,4,9,1,1,5,4,9,"too short to classify"
"04CR6R-E","OEF",3,15,6,7,13,0,1,6,7,13,"too short to classify"
"04CR6S-E","OEF",3,15,6,6,12,0,1,6,6,13,"too short to classify"
"04CR6T-E","OEF",1,52,6,8,14,26,26,0.230769230769231,0.307692307692308,52,"intermittent"
"04CR6V-E","OEF",3,9,3,4,7,-2,-2,3,4,7,"too short to classify"
"04CR6W-E","OEF",3,45,19,18,37,16,16,1.1875,1.125,43,"quarterly"
"04CR6Y-E","OEF",6,28,12,0,12,8,7,1.5,0,23,"semi-annual (skips Q1/Q3)"
"04CR70-E","OEF",4,6,2,0,2,-2,-3,2,0,3,"too short to classify"
"04CR71-E","OEF",1,73,16,32,48,36,37,0.444444444444444,0.864864864864865,73,"intermittent"
"04CR73-E","CEF",1,9,0,5,5,4,5,0,1,9,"inverse (skips Q2/Q4)"
"04CR74-E","CEF",1,7,0,4,4,3,4,0,1,7,"too short to classify"
"04CR76-E","OEF",1,85,23,38,61,42,43,0.547619047619048,0.883720930232558,85,"intermittent"
"04CR78-E","OEF",1,24,6,1,7,12,12,0.5,0.0833333333333333,24,"intermittent"
"04CR7H-E","OEF",36,48,7,6,13,4,3,1.75,2,13,"too short to classify"
"04CR7N-E","CEF",1,21,0,11,11,10,11,0,1,21,"inverse (skips Q2/Q4)"
"04CR7V-E","OEF",11,85,32,37,69,35,36,0.914285714285714,1.02777777777778,75,"quarterly"
"04CR7W-E","OEF",1,39,6,15,21,19,20,0.31578947368421,0.75,39,"intermittent"
"04CR85-E","CEF",21,35,6,8,14,-21,-21,6,8,15,"too short to classify"
"04CR88-E","OEF",1,28,10,14,24,14,14,0.714285714285714,1,28,"intermittent"
"04CR89-E","OEF",1,81,21,38,59,40,41,0.525,0.926829268292683,81,"intermittent"
"04CR8D-E","OEF",2,42,21,16,37,-17,-18,21,16,41,"too short to classify"
"04CR8G-E","OEF",1,39,0,17,17,19,20,0,0.85,39,"inverse (skips Q2/Q4)"
"04CR8J-E","CEF",40,85,20,22,42,29,29,0.689655172413793,0.758620689655172,46,"intermittent"
"04CR8K-E","OEF",1,9,0,5,5,4,5,0,1,9,"inverse (skips Q2/Q4)"
"04CR8Q-E","CEF",5,7,0,2,2,-35,-35,0,2,3,"too short to classify"
"04CR8S-E","OEF",1,51,0,13,13,25,26,0,0.5,51,"intermittent"
"04CR8T-E","OEF",1,16,1,8,9,8,8,0.125,1,16,"inverse (skips Q2/Q4)"
"04CR8V-E","CEF",2,18,8,0,8,2,1,4,0,17,"too short to classify"
"04CR8W-E","OEF",12,67,10,5,15,25,26,0.4,0.192307692307692,56,"intermittent"
"04CR98-E","OEF",22,29,4,4,8,6,6,0.666666666666667,0.666666666666667,8,"intermittent"
"04CR99-E","OEF",22,51,15,15,30,17,17,0.88235294117647,0.88235294117647,30,"quarterly"
"04CR9H-E","OEF",1,71,21,24,45,35,36,0.6,0.666666666666667,71,"intermittent"
"04CR9K-E","OEF",6,70,16,16,32,27,26,0.592592592592593,0.615384615384615,65,"intermittent"
"04CR9L-E","OEF",25,71,22,20,42,27,27,0.814814814814815,0.740740740740741,47,"intermittent"
"04CR9M-E","OEF",1,51,14,13,27,25,26,0.56,0.5,51,"intermittent"
"04CR9N-E","OEF",37,71,15,17,32,27,27,0.555555555555556,0.62962962962963,35,"intermittent"
"04CR9P-E","OEF",39,48,5,5,10,16,15,0.3125,0.333333333333333,10,"intermittent"
"04CR9Q-E","OEF",39,48,5,5,10,16,15,0.3125,0.333333333333333,10,"intermittent"
"04CR9R-E","OEF",39,48,5,5,10,16,15,0.3125,0.333333333333333,10,"intermittent"
"04CR9S-E","OEF",39,48,5,5,10,16,15,0.3125,0.333333333333333,10,"intermittent"
"04CR9T-E","OEF",39,48,5,5,10,16,15,0.3125,0.333333333333333,10,"intermittent"
"04CR9V-E","OEF",39,48,5,5,10,16,15,0.3125,0.333333333333333,10,"intermittent"
"04CR9W-E","OEF",39,48,5,5,10,16,15,0.3125,0.333333333333333,10,"intermittent"
"04CR9Z-E","OEF",1,22,8,6,14,11,11,0.727272727272727,0.545454545454545,22,"intermittent"
"04CRB3-E","CEF",43,64,6,8,14,24,23,0.25,0.347826086956522,22,"intermittent"
"04CRB4-E","CEF",3,5,0,2,2,-6,-6,0,2,3,"too short to classify"
"04CRB5-E","OEF",4,81,31,19,50,32,32,0.96875,0.59375,78,"intermittent"
"04CRB7-E","CEF",3,3,0,1,1,-7,-7,0,1,1,"too short to classify"
"04CRB8-E","CEF",3,3,0,1,1,-7,-7,0,1,1,"too short to classify"
"04CRB9-E","CEF",8,12,3,0,3,-2,-3,3,0,5,"too short to classify"
"04CRBC-E","OEF",2,85,22,12,34,34,34,0.647058823529412,0.352941176470588,84,"intermittent"
"04CRBD-E","OEF",24,85,7,7,14,34,34,0.205882352941176,0.205882352941176,62,"intermittent"
"04CRBG-E","CEF",21,85,27,25,52,36,36,0.75,0.694444444444444,65,"intermittent"
"04CRBQ-E","OEF",1,25,10,10,20,12,13,0.833333333333333,0.769230769230769,25,"intermittent"
"04CRBS-E","OEF",2,69,13,12,25,25,26,0.52,0.461538461538462,68,"intermittent"
"04CRBV-E","OEF",3,5,0,2,2,-4,-4,0,2,3,"too short to classify"
"04CRBY-E","OEF",1,68,33,32,65,34,34,0.970588235294118,0.941176470588235,68,"quarterly"
"04CRBZ-E","OEF",1,68,33,33,66,34,34,0.970588235294118,0.970588235294118,68,"quarterly"
"04CRC0-E","OEF",1,69,33,34,67,34,35,0.970588235294118,0.971428571428571,69,"quarterly"
"04CRC1-E","OEF",3,11,1,2,3,-2,-1,1,2,9,"too short to classify"
"04CRC2-E","OEF",1,84,36,29,65,42,42,0.857142857142857,0.69047619047619,84,"intermittent"
"04CRC3-E","OEF",1,70,25,25,50,35,35,0.714285714285714,0.714285714285714,70,"intermittent"
"04CRC4-E","OEF",2,47,9,9,18,16,17,0.5625,0.529411764705882,46,"intermittent"
"04CRC6-E","OEF",1,23,10,11,21,11,12,0.909090909090909,0.916666666666667,23,"quarterly"
"04CRC7-E","OEF",1,47,19,19,38,23,24,0.826086956521739,0.791666666666667,47,"intermittent"
"04CRC8-E","OEF",24,85,25,25,50,36,36,0.694444444444444,0.694444444444444,62,"intermittent"
"04CRC9-E","OEF",12,85,35,36,71,30,31,1.16666666666667,1.16129032258065,74,"quarterly"
"04CRCB-E","OEF",12,85,33,36,69,37,37,0.891891891891892,0.972972972972973,74,"quarterly"
"04CRCL-E","CEF",2,12,6,0,6,1,0,6,0,11,"too short to classify"
"04CRCM-E","CEF",2,14,7,0,7,2,1,3.5,0,13,"too short to classify"
"04CRCT-E","OEF",1,17,0,9,9,8,9,0,1,17,"inverse (skips Q2/Q4)"
"04CRCV-E","CEF",2,10,5,0,5,-2,-2,5,0,9,"too short to classify"
"04CRCZ-E","OEF",78,85,4,4,8,33,34,0.121212121212121,0.117647058823529,8,"intermittent"
"04CRD5-E","OEF",24,85,31,30,61,33,34,0.93939393939394,0.88235294117647,62,"quarterly"
"04CRD6-E","OEF",22,23,1,1,2,2,3,0.5,0.333333333333333,2,"too short to classify"
"04CRD7-E","OEF",4,82,31,22,53,29,29,1.06896551724138,0.758620689655172,79,"intermittent"
"04CRDB-E","OEF",1,12,6,6,12,6,6,1,1,12,"quarterly"
"04CRDC-E","OEF",1,53,15,16,31,26,27,0.576923076923077,0.592592592592593,53,"intermittent"
"04CRDF-E","OEF",1,19,9,10,19,9,10,1,1,19,"quarterly"
"04CRDH-E","OEF",1,56,17,19,36,28,28,0.607142857142857,0.678571428571429,56,"intermittent"
"04CRDJ-E","OEF",1,71,27,30,57,35,36,0.771428571428571,0.833333333333333,71,"intermittent"
"04CRDK-E","OEF",1,3,1,2,3,1,2,1,1,3,"too short to classify"
"04CRDL-E","OEF",1,2,1,1,2,1,1,1,1,2,"too short to classify"
"04CRDM-E","OEF",1,52,15,14,29,26,26,0.576923076923077,0.538461538461538,52,"intermittent"
"04CRDN-E","OEF",1,14,7,7,14,7,7,1,1,14,"quarterly"
"04CRDP-E","OEF",2,61,21,21,42,23,24,0.91304347826087,0.875,60,"quarterly"
"04CRDQ-E","OEF",2,61,21,19,40,20,20,1.05,0.95,60,"quarterly"
"04CRDR-E","OEF",1,12,5,6,11,6,6,0.833333333333333,1,12,"quarterly"
"04CRDS-E","OEF",1,70,20,17,37,35,35,0.571428571428571,0.485714285714286,70,"intermittent"
"04CRDT-E","OEF",1,12,6,5,11,6,6,1,0.833333333333333,12,"quarterly"
"04CRDV-E","OEF",3,69,26,26,52,27,28,0.962962962962963,0.928571428571429,67,"quarterly"
"04CRDW-E","OEF",1,71,33,34,67,35,36,0.942857142857143,0.944444444444444,71,"quarterly"
"04CRDY-E","OEF",5,55,4,5,9,4,5,1,1,51,"quarterly"
"04CRF0-E","CEF",1,12,6,6,12,6,6,1,1,12,"quarterly"
"04CRF1-E","OEF",3,69,8,9,17,11,11,0.727272727272727,0.818181818181818,67,"intermittent"
"04CRF5-E","CEF",1,17,0,9,9,8,9,0,1,17,"inverse (skips Q2/Q4)"
"04CRF9-E","VAR",54,85,15,16,31,16,17,0.9375,0.941176470588235,32,"quarterly"
"04CRFB-E","ETF",1,11,2,6,8,5,6,0.4,1,11,"intermittent"
"04CRFC-E","ETF",1,12,3,6,9,6,6,0.5,1,12,"intermittent"
"04CRFD-E","OEF",2,10,5,0,5,-2,-2,5,0,9,"too short to classify"
"04CRFF-E","OEF",4,14,4,0,4,1,0,4,0,11,"too short to classify"
"04CRFH-E","OEF",1,22,9,9,18,11,11,0.818181818181818,0.818181818181818,22,"quarterly"
"04CRFJ-E","OEF",1,70,26,28,54,35,35,0.742857142857143,0.8,70,"intermittent"
"04CRFK-E","OEF",2,70,25,25,50,29,28,0.862068965517241,0.892857142857143,69,"quarterly"
"04CRFL-E","OEF",7,68,24,20,44,28,27,0.857142857142857,0.740740740740741,62,"intermittent"
"04CRFM-E","OEF",1,69,29,29,58,34,35,0.852941176470588,0.828571428571429,69,"quarterly"
"04CRFN-E","OEF",5,70,30,30,60,29,28,1.03448275862069,1.07142857142857,66,"quarterly"
"04CRFP-E","OEF",1,2,1,1,2,1,1,1,1,2,"too short to classify"
"04CRFQ-E","OEF",36,63,13,13,26,22,23,0.590909090909091,0.565217391304348,28,"intermittent"
"04CRFR-E","OEF",3,71,27,28,55,26,27,1.03846153846154,1.03703703703704,69,"quarterly"
"04CRFT-E","OEF",7,10,2,1,3,-4,-4,2,1,4,"too short to classify"
"04CRFV-E","OEF",1,69,22,25,47,34,35,0.647058823529412,0.714285714285714,69,"intermittent"
"04CRG1-E","CEF",4,8,2,0,2,-6,-7,2,0,5,"too short to classify"
"04CRG2-E","OEF",1,39,11,14,25,19,20,0.578947368421053,0.7,39,"intermittent"
"04CRG3-E","OEF",4,62,20,18,38,24,23,0.833333333333333,0.782608695652174,59,"intermittent"
"04CRG4-E","OEF",1,7,2,4,6,3,4,0.666666666666667,1,7,"too short to classify"
"04CRG5-E","OEF",6,69,17,18,35,11,11,1.54545454545455,1.63636363636364,64,"quarterly"
"04CRG6-E","OEF",1,31,10,12,22,15,16,0.666666666666667,0.75,31,"intermittent"
"04CRG8-E","OEF",1,65,25,22,47,32,33,0.78125,0.666666666666667,65,"intermittent"
"04CRG9-E","OEF",3,84,39,29,68,32,31,1.21875,0.935483870967742,82,"quarterly"
"04CRGB-E","OEF",20,52,13,9,22,12,11,1.08333333333333,0.818181818181818,33,"quarterly"
"04CRGC-E","OEF",9,70,23,22,45,29,28,0.793103448275862,0.785714285714286,62,"intermittent"
"04CRGD-E","OEF",3,28,13,13,26,-4,-5,13,13,26,"too short to classify"
"04CRGF-E","OEF",2,64,18,14,32,13,12,1.38461538461538,1.16666666666667,63,"quarterly"
"04CRGR-E","CEF",2,10,5,0,5,-22,-23,5,0,9,"too short to classify"
"04CRGV-E","OEF",4,12,5,0,5,-14,-15,5,0,9,"too short to classify"
"04CRGW-E","OEF",4,80,36,28,64,15,14,2.4,2,77,"quarterly"
"04CRGX-E","OEF",3,14,6,5,11,-7,-8,6,5,12,"too short to classify"
"04CRGY-E","OEF",3,84,30,22,52,36,35,0.833333333333333,0.628571428571429,82,"intermittent"
"04CRGZ-E","OEF",1,51,19,17,36,25,26,0.76,0.653846153846154,51,"intermittent"
"04CRH0-E","OEF",2,51,18,14,32,8,8,2.25,1.75,50,"quarterly"
"04CRH2-E","OEF",2,85,42,39,81,19,20,2.21052631578947,1.95,84,"quarterly"
"04CRH4-E","OEF",2,26,13,0,13,2,1,6.5,0,25,"too short to classify"
"04CRH6-E","OEF",18,53,14,16,30,17,18,0.823529411764706,0.888888888888889,36,"quarterly"
"04CRH7-E","OEF",2,43,12,4,16,14,14,0.857142857142857,0.285714285714286,42,"intermittent"
"04CRH8-E","OEF",1,26,13,13,26,13,13,1,1,26,"quarterly"
"04CRHB-E","OEF",1,7,3,4,7,3,4,1,1,7,"too short to classify"
"04CRHG-E","ETF",14,85,36,36,72,36,36,1,1,72,"quarterly"
"04CRHH-E","OEF",3,37,10,15,25,12,12,0.833333333333333,1.25,35,"quarterly"
"04CRHJ-E","ETF",14,85,36,36,72,35,35,1.02857142857143,1.02857142857143,72,"quarterly"
"04CRHK-E","ETF",14,85,36,36,72,35,35,1.02857142857143,1.02857142857143,72,"quarterly"
"04CRHL-E","CEF",1,9,0,5,5,4,5,0,1,9,"inverse (skips Q2/Q4)"
"04CRHN-E","CEF",1,5,0,3,3,2,3,0,1,5,"too short to classify"
"04CRHP-E","OEF",2,12,6,0,6,-7,-8,6,0,11,"too short to classify"
"04CRHS-E","OEF",3,85,38,40,78,33,33,1.15151515151515,1.21212121212121,83,"quarterly"
"04CRHT-E","OEF",2,41,20,20,40,13,14,1.53846153846154,1.42857142857143,40,"quarterly"
"04CRHV-E","OEF",2,85,39,39,78,33,33,1.18181818181818,1.18181818181818,84,"quarterly"
"04CRHW-E","OEF",2,84,40,28,68,30,30,1.33333333333333,0.933333333333333,83,"quarterly"
"04CRHX-E","OEF",2,16,8,0,8,-4,-4,8,0,15,"too short to classify"
"04CRHY-E","OEF",2,43,12,5,17,15,15,0.8,0.333333333333333,42,"intermittent"
