"issuer_id","n_holders","entity_proper_name","iso_country","sector_code","market_cap","pct_of_investors"
"0XB2KJ-E",7,NA,NA,NA,NA,0
"0XPM3H-E",7,NA,NA,NA,179197558.92018,0
"0YRJB4-E",7,NA,NA,NA,NA,0
"0YXJ4T-E",7,NA,NA,NA,NA,0
"0Z4QHZ-E",7,NA,NA,NA,NA,0
"0ZPHNN-E",7,NA,NA,NA,NA,0
"1039ZY-E",7,NA,NA,NA,NA,0
"10Q9SZ-E",7,NA,NA,NA,679791723.1732,0
"10TN3S-E",7,NA,NA,NA,NA,0
"1131N4-E",7,NA,NA,NA,NA,0
"11DYQ3-E",7,NA,NA,NA,NA,0
"11JN5M-E",7,NA,NA,NA,NA,0
"11K9JY-E",7,NA,NA,NA,NA,0
"11YY3Q-E",7,NA,NA,NA,NA,0
"11ZDBZ-E",7,NA,NA,NA,NA,0
"1282GY-E",7,NA,NA,NA,NA,0
"128CP1-E",7,NA,NA,NA,NA,0
"128Y8R-E",7,NA,NA,NA,NA,0
"129QWT-E",7,NA,NA,NA,NA,0
"12PW4J-E",7,NA,NA,NA,NA,0
"12R8YM-E",7,NA,NA,NA,NA,0
"12RM01-E",7,NA,NA,NA,NA,0
"12TJVN-E",7,NA,NA,NA,NA,0
"12TWYD-E",7,NA,NA,NA,NA,0
"12XXHL-E",7,NA,NA,NA,NA,0
"12YPWF-E",7,NA,NA,NA,NA,0
"12ZD51-E",7,NA,NA,NA,NA,0
"12ZD7M-E",7,NA,NA,NA,NA,0
"12ZTLS-E",7,NA,NA,NA,NA,0
"130262-E",7,NA,NA,NA,NA,0
"130WMN-E",7,NA,NA,NA,NA,0
"1316BG-E",7,NA,NA,NA,NA,0
"133G32-E",7,NA,NA,NA,NA,0
"134SCX-E",7,NA,NA,NA,NA,0
"1383Z4-E",7,NA,NA,NA,NA,0
"001F27-E",6,NA,NA,NA,NA,0
"0092NZ-E",6,NA,NA,NA,NA,0
"00G121-E",6,NA,NA,NA,NA,0
"06MRS2-E",6,NA,NA,NA,NA,0
"0CBWT2-E",6,NA,NA,NA,NA,0
"0CRVC9-E",6,NA,NA,NA,NA,0
"0GHH7T-E",6,NA,NA,NA,NA,0
"0GL98S-E",6,NA,NA,NA,NA,0
"0GZ9LM-E",6,NA,NA,NA,NA,0
"0H3TRM-E",6,NA,NA,NA,NA,0
"0HJY3W-E",6,NA,NA,NA,NA,0
"0KPDJF-E",6,NA,NA,NA,NA,0
"0N9M7S-E",6,NA,NA,NA,NA,0
"0NK650-E",6,NA,NA,NA,NA,0
"0PLX8Y-E",6,NA,NA,NA,NA,0
"0PSR5X-E",6,NA,NA,NA,NA,0
"0QSTZJ-E",6,NA,NA,NA,NA,0
"0R49G2-E",6,NA,NA,NA,NA,0
"0T40BS-E",6,NA,NA,NA,NA,0
"0TLMJ4-E",6,NA,NA,NA,NA,0
"0X6GV3-E",6,NA,NA,NA,NA,0
"0Z61JC-E",6,NA,NA,NA,NA,0
"0ZZ6GL-E",6,NA,NA,NA,NA,0
"107ZGS-E",6,NA,NA,NA,NA,0
"111KY4-E",6,NA,NA,NA,NA,0
"11QNVR-E",6,NA,NA,NA,NA,0
"11RPFW-E",6,NA,NA,NA,NA,0
"11WR6V-E",6,NA,NA,NA,NA,0
"129CZT-E",6,NA,NA,NA,NA,0
"129RZS-E",6,NA,NA,NA,NA,0
"12Q3QM-E",6,NA,NA,NA,NA,0
"12RXFW-E",6,NA,NA,NA,NA,0
"12TN4T-E",6,NA,NA,NA,NA,0
"12WSDK-E",6,NA,NA,NA,NA,0
"12WWC7-E",6,NA,NA,NA,NA,0
"12YC87-E",6,NA,NA,NA,NA,0
"12Z2J8-E",6,NA,NA,NA,NA,0
"1308SJ-E",6,NA,NA,NA,NA,0
"131TFL-E",6,NA,NA,NA,NA,0
"135454-E",6,NA,NA,NA,NA,0
"136R3X-E",6,NA,NA,NA,NA,0
"05J0H1-E",5,NA,NA,NA,NA,0
"090ND7-E",5,NA,NA,NA,NA,0
"09GSVS-E",5,NA,NA,NA,NA,0
"09H0GV-E",5,NA,NA,NA,NA,0
"0BQFC2-E",5,NA,NA,NA,NA,0
"0FJNNJ-E",5,NA,NA,NA,NA,0
"0GT77N-E",5,NA,NA,NA,NA,0
"0GZ3N8-E",5,NA,NA,NA,NA,0
"0KCNS1-E",5,NA,NA,NA,94329539.4048,0
"0KPSQK-E",5,NA,NA,NA,NA,0
"0KV7Y1-E",5,NA,NA,NA,NA,0
"0LLN8Z-E",5,NA,NA,NA,NA,0
"0VTTFD-E",5,NA,NA,NA,NA,0
"0W60TQ-E",5,NA,NA,NA,NA,0
"0X1XT8-E",5,NA,NA,NA,NA,0
"0XB0HK-E",5,NA,NA,NA,NA,0
"0XJJCS-E",5,NA,NA,NA,NA,0
"0YZGSD-E",5,NA,NA,NA,NA,0
"0Z4HL2-E",5,NA,NA,NA,NA,0
"10ZD7Q-E",5,NA,NA,NA,NA,0
"118634-E",5,NA,NA,NA,NA,0
"11HXTM-E",5,NA,NA,NA,NA,0
"11NP9V-E",5,NA,NA,NA,NA,0
"11NT7S-E",5,NA,NA,NA,NA,0
"11PGLQ-E",5,NA,NA,NA,NA,0
"11Q8ZX-E",5,NA,NA,NA,NA,0
"1292P2-E",5,NA,NA,NA,NA,0
"129B21-E",5,NA,NA,NA,NA,0
"129K87-E",5,NA,NA,NA,NA,0
"129RMX-E",5,NA,NA,NA,NA,0
"12PPY0-E",5,NA,NA,NA,NA,0
"12S6RG-E",5,NA,NA,NA,NA,0
"12SB4C-E",5,NA,NA,NA,211880628.7029,0
"12SBRZ-E",5,NA,NA,NA,NA,0
"12T23T-E",5,NA,NA,NA,NA,0
"12TN4B-E",5,NA,NA,NA,NA,0
"12TQHC-E",5,NA,NA,NA,NA,0
"12WT46-E",5,NA,NA,NA,NA,0
"12XPDB-E",5,NA,NA,NA,NA,0
"12YGT0-E",5,NA,NA,NA,NA,0
"12ZF67-E",5,NA,NA,NA,NA,0
"12ZGWW-E",5,NA,NA,NA,NA,0
"12ZYRS-E",5,NA,NA,NA,NA,0
"1323QC-E",5,NA,NA,NA,NA,0
"1327WH-E",5,NA,NA,NA,NA,0
"136ZSH-E",5,NA,NA,NA,NA,0
"009SXP-E",4,NA,NA,NA,NA,0
"05LWMP-E",4,NA,NA,NA,NA,0
"0DRBQS-E",4,NA,NA,NA,NA,0
"0FJRHL-E",4,NA,NA,NA,NA,0
"0KQ36S-E",4,NA,NA,NA,NA,0
"0L8DFR-E",4,NA,NA,NA,NA,0
"0LZW6Q-E",4,NA,NA,NA,NA,0
"0NFFV1-E",4,NA,NA,NA,NA,0
"0RGB1R-E",4,NA,NA,NA,NA,0
"0VCMDB-E",4,NA,NA,NA,NA,0
"0XFY51-E",4,NA,NA,NA,NA,0
"0XK1HZ-E",4,NA,NA,NA,NA,0
"0Y21JL-E",4,NA,NA,NA,NA,0
"0YKRC5-E",4,NA,NA,NA,NA,0
"0YPFCM-E",4,NA,NA,NA,NA,0
"0YZ0BV-E",4,NA,NA,NA,NA,0
"0Z204G-E",4,NA,NA,NA,NA,0
"0ZJRKR-E",4,NA,NA,NA,NA,0
"0ZK3NG-E",4,NA,NA,NA,NA,0
"0ZMPHY-E",4,NA,NA,NA,NA,0
"0ZWK0C-E",4,NA,NA,NA,NA,0
"0ZXSW7-E",4,NA,NA,NA,NA,0
"1025PL-E",4,NA,NA,NA,NA,0
"1051JJ-E",4,NA,NA,NA,NA,0
"107KKS-E",4,NA,NA,NA,NA,0
"10K2WD-E",4,NA,NA,NA,NA,0
"10LB1T-E",4,NA,NA,NA,3248810036.20352,0
"10MRZG-E",4,NA,NA,NA,NA,0
"10RVDR-E",4,NA,NA,NA,NA,0
"10W3X0-E",4,NA,NA,NA,NA,0
"10X99K-E",4,NA,NA,NA,NA,0
"117L7P-E",4,NA,NA,NA,NA,0
"11TD3R-E",4,NA,NA,NA,NA,0
"11VZ7S-E",4,NA,NA,NA,NA,0
"126PRT-E",4,NA,NA,NA,NA,0
"128YRJ-E",4,NA,NA,NA,NA,0
"129DJF-E",4,NA,NA,NA,NA,0
"12QB54-E",4,NA,NA,NA,NA,0
"12TCBW-E",4,NA,NA,NA,NA,0
"12ZD6L-E",4,NA,NA,NA,NA,0
"1330PF-E",4,NA,NA,NA,NA,0
"134BQM-E",4,NA,NA,NA,NA,0
"136V8P-E",4,NA,NA,NA,NA,0
"00C65D-E",3,NA,NA,NA,NA,0
"07GDQD-E",3,NA,NA,NA,NA,0
"090S5M-E",3,NA,NA,NA,NA,0
"0CB8F0-E",3,NA,NA,NA,NA,0
"0FBV12-E",3,NA,NA,NA,NA,0
"0FT72P-E",3,NA,NA,NA,NA,0
"0FTSZM-E",3,NA,NA,NA,NA,0
"0JKJ8R-E",3,NA,NA,NA,NA,0
"0LMSCJ-E",3,NA,NA,NA,NA,0
"0MB5MV-E",3,NA,NA,NA,NA,0
"0MST8Z-E",3,NA,NA,NA,294476696.61696,0
"0PFJ7S-E",3,NA,NA,NA,NA,0
"0TTZPL-E",3,NA,NA,NA,NA,0
"0WTK8N-E",3,NA,NA,NA,NA,0
"0X4V0S-E",3,NA,NA,NA,NA,0
"0Y43CD-E",3,NA,NA,NA,NA,0
"0YVZL8-E",3,NA,NA,NA,NA,0
"0ZDYDL-E",3,NA,NA,NA,NA,0
"0ZFRJQ-E",3,NA,NA,NA,NA,0
"0ZKP8X-E",3,NA,NA,NA,401897756.50992,0
"0ZVTTP-E",3,NA,NA,NA,NA,0
"0ZXSJC-E",3,NA,NA,NA,NA,0
"105KXD-E",3,NA,NA,NA,NA,0
"10N9LL-E",3,NA,NA,NA,NA,0
"10WBSK-E",3,NA,NA,NA,NA,0
"11DT3G-E",3,NA,NA,NA,NA,0
"11HNVS-E",3,NA,NA,NA,NA,0
"11NLNC-E",3,NA,NA,NA,NA,0
"11T7CZ-E",3,NA,NA,NA,1399784986.0995,0
"11VF96-E",3,NA,NA,NA,NA,0
"11WXT1-E",3,NA,NA,NA,NA,0
"11WXV1-E",3,NA,NA,NA,NA,0
"12L70R-E",3,NA,NA,NA,NA,0
"12QBBY-E",3,NA,NA,NA,NA,0
"12SJ5M-E",3,NA,NA,NA,1677708084.27904,0
"08VP44-E",2,NA,NA,NA,NA,0
"0BQNL2-E",2,NA,NA,NA,NA,0
"0FJ4J2-E",2,NA,NA,NA,NA,0
"0H68GC-E",2,NA,NA,NA,NA,0
"0HF8PR-E",2,NA,NA,NA,NA,0
"0M7Y0J-E",2,NA,NA,NA,NA,0
"0P5493-E",2,NA,NA,NA,NA,0
"0P6L98-E",2,NA,NA,NA,NA,0
"0PDBPP-E",2,NA,NA,NA,NA,0
"0PR3LN-E",2,NA,NA,NA,NA,0
"0SB2WW-E",2,NA,NA,NA,NA,0
"0TW1FZ-E",2,NA,NA,NA,NA,0
"0VJ1YR-E",2,NA,NA,NA,NA,0
"0VRM8V-E",2,NA,NA,NA,NA,0
"0WJ0LT-E",2,NA,NA,NA,NA,0
"0WYTBB-E",2,NA,NA,NA,NA,0
"0XJYXN-E",2,NA,NA,NA,NA,0
"0XL1B6-E",2,NA,NA,NA,NA,0
"0XTSJ3-E",2,NA,NA,NA,NA,0
"0YHXT3-E",2,NA,NA,NA,NA,0
"0YWGHR-E",2,NA,NA,NA,NA,0
"0YZ7T6-E",2,NA,NA,NA,NA,0
"0YZW2H-E",2,NA,NA,NA,NA,0
"0YZW2X-E",2,NA,NA,NA,NA,0
"0Z1LX5-E",2,NA,NA,NA,795784559.87925,0
"0Z1TMF-E",2,NA,NA,NA,NA,0
"0ZQ626-E",2,NA,NA,NA,NA,0
"1055M9-E",2,NA,NA,NA,NA,0
"109M22-E",2,NA,NA,NA,NA,0
"10JBQM-E",2,NA,NA,NA,NA,0
"10Q59J-E",2,NA,NA,NA,NA,0
"10S3Z4-E",2,NA,NA,NA,NA,0
"10ZY15-E",2,NA,NA,NA,NA,0
"110F5J-E",2,NA,NA,NA,NA,0
"115T51-E",2,NA,NA,NA,NA,0
"11HK96-E",2,NA,NA,NA,NA,0
"11V182-E",2,NA,NA,NA,NA,0
"12Y72L-E",2,NA,NA,NA,NA,0
"1394JF-E",2,NA,NA,NA,NA,0
"00FZ61-E",1,NA,NA,NA,NA,0
"05WD3L-E",1,NA,NA,NA,NA,0
"09ZPVB-E",1,NA,NA,NA,NA,0
"0BMLMC-E",1,NA,NA,NA,NA,0
"0DWD0K-E",1,NA,NA,NA,NA,0
"0FP5G7-E",1,NA,NA,NA,NA,0
"0G1WQ8-E",1,NA,NA,NA,NA,0
"0JRYRC-E",1,NA,NA,NA,NA,0
"0JYJF8-E",1,NA,NA,NA,NA,0
"0JZHS4-E",1,NA,NA,NA,NA,0
"0L2CRB-E",1,NA,NA,NA,NA,0
"0N0NBM-E",1,NA,NA,NA,NA,0
"0PBM5M-E",1,NA,NA,NA,NA,0
"0PKRMD-E",1,NA,NA,NA,NA,0
"0SB82M-E",1,NA,NA,NA,NA,0
"0TL676-E",1,NA,NA,NA,NA,0
"0V25BS-E",1,NA,NA,NA,9117530.90256,0
"0V6259-E",1,NA,NA,NA,NA,0
"0V7XS3-E",1,NA,NA,NA,NA,0
"0WHP9N-E",1,NA,NA,NA,NA,0
"0XW4YD-E",1,NA,NA,NA,NA,0
"0YZP8V-E",1,NA,NA,NA,NA,0
"0Z4BRN-E",1,NA,NA,NA,NA,0
"0ZDY09-E",1,NA,NA,NA,NA,0
"101MS8-E",1,NA,NA,NA,NA,0
"108RFX-E",1,NA,NA,NA,NA,0
"10DDKV-E",1,NA,NA,NA,NA,0
"10G7F5-E",1,NA,NA,NA,NA,0
"10HR4W-E",1,NA,NA,NA,NA,0
"10JJHK-E",1,NA,NA,NA,NA,0
"10P3PT-E",1,NA,NA,NA,NA,0
"116SHP-E",1,NA,NA,NA,NA,0
"117S2T-E",1,NA,NA,NA,NA,0
"1195LQ-E",1,NA,NA,NA,NA,0
"11BP7L-E",1,NA,NA,NA,NA,0
"11FS4Y-E",1,NA,NA,NA,NA,0
"11JYLZ-E",1,NA,NA,NA,851628876.00545,0
"11SC8C-E",1,NA,NA,NA,NA,0
"11W5TR-E",1,NA,NA,NA,NA,0
"12816L-E",1,NA,NA,NA,NA,0
"12VFMH-E",1,NA,NA,NA,NA,0
